8.28E+16
6.42E+16
-1.16E+17
2.08E+16
5.57E+16
1.03E+17
2.39E+16
3.10E+16
6.00E+16
8.56E+16
1.21E+17
9.61E+16
1.03E+17
1.26E+17
6.94E+16
2.45E+16
3.55E+16
7.09E+16
9.56E+16
9.93E+16
7.07E+16
8.85E+16
8.49E+16
4.37E+16
2.60E+16
-5.36E+16
-1.69E+16
2.52E+15
-3.31E+16
3.22E+16
1.35E+17
1.47E+15
1.13E+17
4.75E+17
3.02E+17
2.56E+18
3.05E+18
1.64E+18
1.40E+18
8.77E+16
1.08E+17
1.18E+17
1.35E+17
-1.10E+17
-2.78E+16
1.29E+17
1.46E+17
8.73E+16
5.20E+16
9.78E+16
1.04E+17
6.30E+16
9.99E+16
9.56E+16
1.27E+17
3.87E+16
5.74E+16
4.59E+16
5.58E+16
7.08E+16
7.33E+16
8.55E+16
1.02E+17
7.55E+16
2.86E+15
2.54E+16
-3.72E+16
5.15E+16
8.24E+16
2.50E+16
9.60E+16
1.40E+17
4.16E+16
1.42E+17
6.35E+17
1.75E+17
2.44E+18
3.17E+18
1.30E+18
1.02E+18
8.14E+16
1.59E+17
5.08E+16
